StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Q1,Q78_First Click,Q78_Last Click,Q78_Page Submit,Q78_Click Count,SAM_scale_1,SAM_scale_2,SAM_scale_3,G1_First Click,G1_Last Click,G1_Page Submit,G1_Click Count,Q74_First Click,Q74_Last Click,Q74_Page Submit,Q74_Click Count,Q75_First Click,Q75_Last Click,Q75_Page Submit,Q75_Click Count,Passcode_static,Q76_First Click,Q76_Last Click,Q76_Page Submit,Q76_Click Count,Passcode_improv,NASA TLX_Mental_1,NASA TLX_Physical_1,NASA TLX_Temporal_1,NASA TLX_Performance_1,NASA TLX_Effort_1,NASA TLX_Frustration_1,PostQues_1,PostQues_2,PostQues_3,PostQues_4,PostQues_5,PostQues_6,PostQues_7,attention_check_1,PostQues_8,PostQues_9,PostQues_10,PostQues_11,PostQues_12,PostQues_13,PostQues_14,PostQues_15,PostQues_16,attention_check_2,PostQues_17,PostQues_18,PostQues_19,PostQues_20,PostQues_21,PostQues_22,PostQues_23,PostQues_24,attention_check_3,PostQues_25,DemModQues_age,DemModQues_education,DemModQues_gender,DemModQues_gender_5_TEXT,DemModQues_AI,DemModQues_Chatbot,attitude/trust in ai_1,attitude/trust in ai_2,attitude/trust in ai_3,attitude/trust in ai_4,attitude/trust in ai_5,attitude/trust in ai_6,attitude/trust in ai_7,attitude/trust in ai_8,attitude/trust in ai_9,attitude/trust in ai_10,attitude/trust in ai_11,DemModQues_personal,DemModQues_interest,DemModQues_cog_1,DemModQues_cog_2,DemModQues_cog_3,DemModQues_cog_4,DemModQues_cog_5,DemModQues_cog_6,Exp_condition
2024-04-17 15:44:48,2024-04-17 16:05:43,IP Address,100,1254,TRUE,2024-04-17 16:05:43,R_3jvNfY0he6pdEGg,,,,,anonymous,EN,I consent and agree to participate,205.514,205.514,206.601,1, Neutral,,,5.504,238.659,300.239,8,,,,,299.963,304.787,308.9,3,9560,,,,,,14,0,0,16,13,14,Yes,Yes,No,Definitely yes,Definitely yes,Definitely yes,No,Probably not,Definitely yes,Yes,No,Uncertain if yes or no,No,Definitely yes,No,Definitely yes,Definitely not,Yes,Definitely yes,Definitely yes,Uncertain if yes or no,Uncertain if yes or no,Uncertain if yes or no,Uncertain if yes or no,Definitely not,Uncertain if yes or no,Definitely not,No,43,"Some college, but no degree",Female,,6,7-Very Familiar,2,2,1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),No,3,Somewhat Characteristic,Uncertain,Somewhat Uncharacteristic,Uncertain,Somewhat Characteristic,Somewhat Characteristic,static-chatbot
2024-04-17 15:15:51,2024-04-17 16:06:26,IP Address,100,3035,TRUE,2024-04-17 16:06:26,R_3mmAi0kgA9l7UY5,,,,,anonymous,EN,I consent and agree to participate,0,0,185.121,0, Neutral,,,0,0,300.065,0,,,,,52.565,1486.749,1713.49,35,9560,,,,,,14,12,12,14,14,12,Yes,Probably yes,No,Definitely yes,Uncertain if yes or no,Definitely yes,Uncertain if yes or no,Probably not,Uncertain if yes or no,Yes,Definitely yes,Uncertain if yes or no,Uncertain if yes or no,Yes,Probably not,Probably yes,Definitely not,Yes,No,Yes,Uncertain if yes or no,Uncertain if yes or no,Uncertain if yes or no,Uncertain if yes or no,Probably not,Probably not,Definitely not,Uncertain if yes or no,50,Bachelor’s degree,Male,,3,3,6,6,4,5,4,3,5,3,3,4,4,No,7-Very interested,Somewhat Uncharacteristic,Somewhat Characteristic,Somewhat Characteristic,Somewhat Characteristic,Somewhat Characteristic,Somewhat Uncharacteristic,static-chatbot
2024-04-17 15:49:43,2024-04-17 16:06:42,IP Address,100,1018,TRUE,2024-04-17 16:06:42,R_5EcyWVWyOG976uL,,,,,anonymous,EN,I consent and agree to participate,0,0,157.407,0, Unpleasant,Excited,No Control,0,0,300.032,0,,,,,266.341,267.436,313.402,2,9560,,,,,,18,0,2,12,18,13,Definitely yes,Yes,Probably not,Yes,Probably not,Definitely yes,No,Probably not,Definitely yes,No,Uncertain if yes or no,No,Probably not,Definitely yes,Probably not,Definitely yes,Definitely not,Yes,Yes,Definitely yes,No,Yes,Probably not,Probably yes,Definitely not,Probably yes,Definitely not,No,43,High school diploma or GED,Male,,3,4,6,4,4,5,4,2,3,2,4,4,3,No,1-Not interested at all,Somewhat Uncharacteristic,Extremely Uncharacteristic,Somewhat Characteristic,Extremely Characteristic,Extremely Uncharacteristic,Extremely Uncharacteristic,static-chatbot
2024-04-17 15:35:22,2024-04-17 16:09:57,IP Address,100,2075,TRUE,2024-04-17 16:09:58,R_6DXOvVrHKd0mg3d,,,,,anonymous,EN,I consent and agree to participate,84.702,84.702,262.147,1, Unpleasant,,No Control,115.466,223.723,300.137,2,0,0,530.318,0,,,,,,,,,,,18,2,10,3,14,3,Definitely yes,Yes,No,Definitely yes,No,Definitely yes,No,Probably not,Definitely yes,Definitely not,Probably yes,Definitely not,No,Definitely yes,No,Definitely yes,Definitely not,Yes,Definitely yes,Definitely yes,Probably yes,No,Uncertain if yes or no,Uncertain if yes or no,Definitely not,Probably not,Definitely not,No,44,Bachelor’s degree,Female,,6,6,7 (strongly agree),4,6,6,6,5,4,2,4,4,4,No,7-Very interested,Somewhat Characteristic,Somewhat Characteristic,Extremely Uncharacteristic,Extremely Uncharacteristic,Extremely Characteristic,Somewhat Characteristic,survey-based
2024-04-17 15:40:48,2024-04-17 16:10:10,IP Address,100,1762,TRUE,2024-04-17 16:10:11,R_1MznYWSuUwXwjPM,,,,,anonymous,EN,I consent and agree to participate,0,0,171.356,0, Neutral,,,51.983,142.312,300.136,2,0,0,339.385,0,,,,,,,,,,,10,1,5,5,12,12,Definitely yes,Yes,Probably not,Definitely yes,Definitely yes,Definitely yes,No,Probably not,No,Definitely not,Uncertain if yes or no,No,Yes,Definitely yes,No,Yes,No,Yes,Definitely yes,Definitely yes,No,Probably not,Uncertain if yes or no,Uncertain if yes or no,Definitely not,Yes,Definitely not,Definitely not,42,"Some college, but no degree",Male,,5,4,7 (strongly agree),6,4,5,4,3,3,6,4,5,1 (strongly disagree),Yes,4,Somewhat Uncharacteristic,Extremely Characteristic,Extremely Uncharacteristic,Somewhat Uncharacteristic,Somewhat Characteristic,Extremely Characteristic,survey-based
2024-04-17 15:48:06,2024-04-17 16:10:55,IP Address,100,1368,TRUE,2024-04-17 16:10:55,R_3XQ9ISR3356ic3D,,,,,anonymous,EN,I consent and agree to participate,8.4,8.506,166.773,2, Unpleasant,Excited,Full Control,81.926,266.608,300.075,6,,,,,196.708,215.026,306.145,16,9560,,,,,,4,4,4,4,10,4,Definitely yes,Probably yes,No,Uncertain if yes or no,Yes,Probably yes,Yes,Probably not,No,Uncertain if yes or no,No,Uncertain if yes or no,Uncertain if yes or no,Probably yes,Definitely not,Definitely yes,Definitely not,Yes,Uncertain if yes or no,Probably yes,Definitely not,Definitely not,Definitely not,Definitely not,Definitely not,Uncertain if yes or no,Definitely not,Uncertain if yes or no,35,Bachelor’s degree,Female,,7-Very Familiar,7-Very Familiar,5,4,4,5,5,5,2,1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),No,3,Uncertain,Extremely Uncharacteristic,Extremely Uncharacteristic,Extremely Uncharacteristic,Extremely Characteristic,Extremely Characteristic,static-chatbot
2024-04-17 15:37:23,2024-04-17 16:15:15,IP Address,100,2272,TRUE,2024-04-17 16:15:16,R_3LBGBOIvaMxRA6l,,,,,anonymous,EN,I consent and agree to participate,0,0,157.904,0, Unpleasant,Excited,No Control,0,0,386.299,0,,,,,,,,,,545.802,546.368,555.217,2,9560,3,0,2,0,5,2,Definitely yes,Definitely yes,Definitely not,Probably yes,Definitely yes,Definitely yes,Uncertain if yes or no,Probably not,Definitely yes,Definitely not,Uncertain if yes or no,Definitely not,Uncertain if yes or no,No,Definitely yes,Definitely yes,Definitely not,Yes,Definitely yes,Definitely yes,Definitely not,Uncertain if yes or no,Uncertain if yes or no,Uncertain if yes or no,Definitely not,Definitely yes,Definitely not,Uncertain if yes or no,53,"Some college, but no degree",Male,,7-Very Familiar,4,7 (strongly agree),7 (strongly agree),7 (strongly agree),7 (strongly agree),7 (strongly agree),6,1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),4,4,No,4,Extremely Uncharacteristic,Extremely Uncharacteristic,Extremely Characteristic,Extremely Characteristic,Extremely Characteristic,Uncertain,chatbot
2024-04-17 15:38:32,2024-04-17 16:17:14,IP Address,100,2321,TRUE,2024-04-17 16:17:14,R_759vVaj21ZRasH7,,,,,anonymous,EN,I consent and agree to participate,195.598,195.598,197.539,1, Unpleasant,Excited,No Control,82.884,82.884,300.261,1,10.654,312.509,448.592,6,,,,,,,,,,,12,4,0,1,20,16,Yes,Definitely yes,Uncertain if yes or no,Definitely yes,Yes,Definitely yes,No,Probably not,Definitely yes,No,Uncertain if yes or no,No,No,Definitely yes,No,Yes,Definitely yes,Yes,Definitely yes,Definitely yes,No,Uncertain if yes or no,No,Uncertain if yes or no,No,No,Definitely not,Definitely yes,71,"Some college, but no degree",Female,,6,6,6,7 (strongly agree),6,7 (strongly agree),6,6,7 (strongly agree),7 (strongly agree),7 (strongly agree),7 (strongly agree),6,No,7-Very interested,Uncertain,Extremely Characteristic,Uncertain,Somewhat Characteristic,Extremely Characteristic,Uncertain,survey-based
2024-04-17 15:38:23,2024-04-17 16:21:00,IP Address,100,2556,TRUE,2024-04-17 16:21:00,R_5kgGI1LAD97DQES,,,,,anonymous,EN,I consent and agree to participate,38.262,49.925,213.933,2, Neutral,,,0,0,300.282,0,,,,,,,,,,1002.893,1002.893,1033.029,1,9560,3,0,0,0,3,0,Definitely yes,Definitely yes,No,Definitely yes,Probably yes,Definitely yes,No,Probably not,Yes,Definitely not,No,No,Uncertain if yes or no,Definitely yes,Definitely not,Definitely yes,Definitely not,Yes,Definitely yes,Definitely yes,Definitely not,Probably yes,No,Uncertain if yes or no,Definitely not,Probably not,Definitely not,Definitely not,55,Bachelor’s degree,Female,,6,6,5,5,1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),No,5,Somewhat Characteristic,Somewhat Characteristic,Extremely Uncharacteristic,Extremely Uncharacteristic,Somewhat Characteristic,Somewhat Characteristic,chatbot
2024-04-17 15:48:42,2024-04-17 16:21:40,IP Address,100,1977,TRUE,2024-04-17 16:21:40,R_51DsBTJ9h90snPb,,,,,anonymous,EN,I consent and agree to participate,0,0,508.239,0, Unpleasant,Excited,,0,0,300.25,0,,,,,,,,,,671.844,671.844,675.108,1,9560,14,4,8,8,12,10,Definitely yes,Definitely yes,Probably not,Definitely yes,Probably yes,Definitely yes,No,Probably not,Definitely yes,No,Definitely yes,Probably yes,No,Probably yes,Probably yes,Definitely yes,Definitely not,Yes,Definitely yes,Definitely yes,Definitely not,Probably yes,Definitely not,Probably yes,Definitely not,Probably yes,Definitely not,Probably yes,60,Bachelor’s degree,Male,,6,6,6,7 (strongly agree),7 (strongly agree),7 (strongly agree),7 (strongly agree),7 (strongly agree),3,5,7 (strongly agree),7 (strongly agree),7 (strongly agree),No,4,Somewhat Characteristic,Somewhat Characteristic,Extremely Uncharacteristic,Extremely Uncharacteristic,Extremely Characteristic,Extremely Characteristic,chatbot
2024-04-17 15:31:21,2024-04-17 16:24:14,IP Address,100,3172,TRUE,2024-04-17 16:24:14,R_27WgmPFPtotV8U9,,,,,anonymous,EN,I consent and agree to participate,0,0,295.398,0, Neutral, Calm,,0,0,414.236,0,,,,,1275.548,1538.352,1600.738,7,9560,,,,,,11,4,8,19,12,0,Definitely yes,Yes,No,Yes,Yes,Yes,Probably not,Probably not,Yes,No,Yes,No,Probably not,Yes,Probably not,Yes,No,Yes,Yes,Yes,No,Uncertain if yes or no,Uncertain if yes or no,Yes,No,Uncertain if yes or no,Definitely not,Uncertain if yes or no,27,High school diploma or GED,Male,,5,5,5,5,3,6,6,4,3,3,4,4,4,No,2,Somewhat Characteristic,Somewhat Characteristic,Somewhat Uncharacteristic,Somewhat Uncharacteristic,Somewhat Characteristic,Somewhat Characteristic,static-chatbot
2024-04-17 15:44:02,2024-04-17 16:30:41,IP Address,100,2799,TRUE,2024-04-17 16:30:42,R_5ISLIdq9c0lHduq,,,,,anonymous,EN,I consent and agree to participate,123.347,145.753,159.673,2, ,,,55.934,284.835,300.193,17,,,,,,,,,,230.118,1084.242,1085.938,16,9560,2,2,3,3,16,20,Definitely yes,Definitely yes,Definitely not,No,Definitely yes,Definitely yes,No,Probably not,Definitely yes,Yes,Yes,No,Uncertain if yes or no,Definitely yes,Yes,Definitely yes,No,Yes,Yes,No,No,Uncertain if yes or no,Probably yes,Definitely not,Definitely not,Probably yes,Definitely not,Uncertain if yes or no,24,High school diploma or GED,Male,,5,7-Very Familiar,5,5,5,5,5,5,5,5,1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),No,5,Extremely Characteristic,Somewhat Characteristic,Extremely Uncharacteristic,Extremely Uncharacteristic,Somewhat Characteristic,Somewhat Characteristic,chatbot
2024-04-17 15:43:07,2024-04-17 16:36:09,IP Address,100,3182,TRUE,2024-04-17 16:36:10,R_6cjSMGaGbcY8Kx7,,,,,anonymous,EN,I consent and agree to participate,0,0,1510.874,0, Neutral,,,0,0,300.04,0,0,0,305.227,0,,,,,,,,,,,12,1,5,14,10,0,Definitely yes,Definitely yes,Uncertain if yes or no,Yes,Probably yes,Definitely yes,No,Probably not,Definitely yes,Definitely not,Probably yes,No,Uncertain if yes or no,Uncertain if yes or no,No,Yes,Definitely not,Yes,Definitely yes,Yes,Uncertain if yes or no,Probably yes,Uncertain if yes or no,Uncertain if yes or no,Definitely not,Uncertain if yes or no,Definitely not,Probably not,22,High school diploma or GED,Male,,4,2,6,3,3,5,2,2,3,1 (strongly disagree),4,4,4,No,4,Somewhat Uncharacteristic,Somewhat Uncharacteristic,Somewhat Characteristic,Uncertain,Somewhat Characteristic,Somewhat Uncharacteristic,survey-based
2024-04-17 15:30:41,2024-04-17 16:42:37,IP Address,100,4315,TRUE,2024-04-17 16:42:37,R_58CzgBgHxsfkbbw,,,,,anonymous,EN,I consent and agree to participate,0,0,196.644,0, Neutral,,Full Control,0,0,300.035,0,,,,,9.386,798.094,800.613,2,9560,,,,,,0,0,0,7,14,0,No,Uncertain if yes or no,No,Yes,Definitely yes,Probably yes,No,Probably not,Uncertain if yes or no,No,No,No,Probably not,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Uncertain if yes or no,Definitely not,No,33,"Some college, but no degree",Female,,7-Very Familiar,7-Very Familiar,7 (strongly agree),6,4,7 (strongly agree),6,3,4,3,2,4,2,No,1-Not interested at all,Extremely Uncharacteristic,Extremely Uncharacteristic,Extremely Uncharacteristic,Uncertain,Uncertain,Extremely Uncharacteristic,static-chatbot
2024-04-17 16:30:46,2024-04-17 16:49:06,IP Address,100,1099,TRUE,2024-04-17 16:49:07,R_14xbNFVElMyPV4s,,,,,anonymous,EN,I consent and agree to participate,0,0,163.57,0, Unpleasant,,No Control,0,0,300.233,0,124.64,126.791,301.795,2,,,,,,,,,,,10,1,2,8,12,7,Probably yes,Definitely yes,Definitely not,Definitely yes,Definitely yes,Definitely yes,Definitely not,Probably not,Definitely yes,Definitely not,No,Definitely not,Probably not,Definitely yes,Definitely not,Definitely yes,Definitely not,Yes,Definitely yes,Definitely yes,No,No,Definitely not,No,Definitely not,Probably not,Definitely not,Definitely not,37,"Some college, but no degree",Male,,5,5,7 (strongly agree),6,4,7 (strongly agree),6,3,4,1 (strongly disagree),4,4,4,No,3,Somewhat Uncharacteristic,Extremely Uncharacteristic,Extremely Characteristic,Extremely Characteristic,Somewhat Uncharacteristic,Somewhat Uncharacteristic,survey-based
2024-04-17 16:30:30,2024-04-17 17:03:48,IP Address,100,1998,TRUE,2024-04-17 17:03:49,R_5IxaYoRNdOtZxYd,,,,,anonymous,EN,I consent and agree to participate,348.088,348.088,349.593,1,, Calm,Full Control,8.054,203.965,349.206,6,,,,,,,,,,59.497,669.728,671.538,6,9560,2,0,0,20,2,4,Probably yes,Yes,No,Definitely yes,No,Yes,No,Probably not,Definitely yes,No,Probably not,No,Uncertain if yes or no,Yes,No,Definitely yes,No,Yes,Yes,Yes,No,Uncertain if yes or no,No,Yes,No,No,Definitely not,Probably not,46,Bachelor’s degree,Male,,5,5,6,4,5,6,5,4,6,2,4,4,1 (strongly disagree),No,3,Somewhat Characteristic,Somewhat Characteristic,Somewhat Uncharacteristic,Somewhat Uncharacteristic,Somewhat Characteristic,Somewhat Characteristic,chatbot
2024-04-18 11:47:06,2024-04-18 12:05:36,IP Address,100,1109,TRUE,2024-04-18 12:05:37,R_2zMuHj9ZMPrCJ0F,,,,,anonymous,EN,I consent and agree to participate,0,0,161.869,0, ,,No Control,139.992,154.248,300.031,2,181.377,300.253,301.294,5,,,,,,,,,,,3,5,12,7,10,10,Definitely yes,Definitely yes,Probably yes,Probably yes,Uncertain if yes or no,Definitely yes,Probably yes,Probably not,Definitely yes,Definitely not,Probably yes,Probably not,Probably not,Yes,Probably not,Uncertain if yes or no,Probably not,Yes,Definitely yes,Definitely yes,Uncertain if yes or no,Probably not,No,Uncertain if yes or no,No,Definitely yes,Definitely not,No,29,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Female,,5,5,6,5,5,4,5,3,1 (strongly disagree),1 (strongly disagree),2,2,2,No,5,Somewhat Characteristic,Somewhat Characteristic,Somewhat Uncharacteristic,Uncertain,Somewhat Characteristic,Uncertain,survey-based
2024-04-18 11:59:22,2024-04-18 12:24:00,IP Address,100,1477,TRUE,2024-04-18 12:24:00,R_7LqBNzuGKorXaHo,,,,,anonymous,EN,I consent and agree to participate,8.058,162.985,164.055,2, Unpleasant,,,7.767,299.097,300.129,13,12.069,188.93,304.138,7,,,,,,,,,,,14,8,18,10,18,18,Yes,Probably yes,No,Yes,Uncertain if yes or no,No,No,Probably not,Yes,No,No,No,Uncertain if yes or no,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Uncertain if yes or no,Definitely not,No,54,Associates or technical degree,Female,,2,3,2,1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),No,2,Uncertain,Uncertain,Somewhat Uncharacteristic,Uncertain,Somewhat Characteristic,Uncertain,survey-based
2024-04-18 12:04:37,2024-04-18 12:24:54,IP Address,100,1216,TRUE,2024-04-18 12:24:54,R_72EcLI0E8wRefRg,,,,,anonymous,EN,I consent and agree to participate,0,0,174.795,0, Unpleasant, Calm,No Control,0,0,300.029,0,0,0,303.054,0,,,,,,,,,,,6,0,7,5,11,2,Definitely yes,Yes,No,Yes,Probably yes,Uncertain if yes or no,Probably not,Probably not,Definitely yes,Probably not,Probably yes,Probably not,Probably not,Probably yes,Uncertain if yes or no,Yes,Probably not,Yes,Yes,Yes,Probably not,Probably yes,Uncertain if yes or no,Uncertain if yes or no,No,Probably yes,Definitely not,No,60,High school diploma or GED,Male,,2,2,6,4,4,5,4,1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),No,4,Somewhat Characteristic,Somewhat Characteristic,Somewhat Uncharacteristic,Somewhat Uncharacteristic,Extremely Characteristic,Uncertain,survey-based
2024-04-18 12:14:49,2024-04-18 12:25:51,IP Address,100,661,TRUE,2024-04-18 12:25:52,R_3PqoRrj8zXHC6Y1,,,,,anonymous,EN,I consent and agree to participate,0,0,155.67,0, Neutral,,,0,0,300.137,0,,,,,,,,,,,,,,,5,0,1,18,19,4,Probably not,Definitely yes,Definitely yes,Yes,Definitely yes,Definitely yes,Probably not,Probably not,Definitely yes,Definitely not,Probably yes,No,No,Definitely yes,No,Definitely yes,Definitely not,Yes,Definitely yes,Definitely yes,No,Uncertain if yes or no,Probably yes,Uncertain if yes or no,Definitely not,Yes,Definitely not,No,22,Associates or technical degree,Female,,3,2,1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),No,5,Extremely Characteristic,Extremely Characteristic,Extremely Uncharacteristic,Extremely Uncharacteristic,Somewhat Characteristic,Extremely Characteristic,none
2024-04-18 11:56:04,2024-04-18 12:26:24,IP Address,100,1820,TRUE,2024-04-18 12:26:25,R_5Fr5eS1FLwlaTmh,,,,,anonymous,EN,I consent and agree to participate,0,0,368.928,0, Unpleasant,,,23.7,282.682,300.148,9,0,0,304.487,0,,,,,,,,,,,12,3,10,14,12,10,Definitely yes,Uncertain if yes or no,Definitely not,Definitely yes,Definitely yes,Definitely yes,Uncertain if yes or no,Probably not,Definitely yes,Probably yes,Uncertain if yes or no,No,Probably not,Definitely yes,Definitely not,Definitely yes,Probably not,Yes,Yes,Definitely yes,Definitely not,Uncertain if yes or no,Uncertain if yes or no,No,Definitely not,Yes,Definitely not,Definitely not,32,Bachelor’s degree,Female,,6,7-Very Familiar,3,4,4,5,4,1 (strongly disagree),3,2,1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),No,1-Not interested at all,Uncertain,Uncertain,Extremely Uncharacteristic,Uncertain,Somewhat Uncharacteristic,Uncertain,survey-based
2024-04-18 12:11:10,2024-04-18 12:26:56,IP Address,100,946,TRUE,2024-04-18 12:26:56,R_2YJkdl9Yd6paOhy,,,,,anonymous,EN,I consent and agree to participate,0,0,163.114,0, , Calm,,0,0,300.296,0,,,,,,,,,,,,,,,11,5,9,15,4,6,Definitely yes,Definitely yes,No,Yes,No,Yes,Definitely not,Probably not,Definitely yes,No,No,No,Probably not,Uncertain if yes or no,No,Definitely yes,Definitely not,Yes,Definitely yes,Definitely yes,Definitely not,Uncertain if yes or no,No,Uncertain if yes or no,No,Yes,Definitely not,No,44,Bachelor’s degree,Male,,5,3,4,3,2,3,2,2,1 (strongly disagree),1 (strongly disagree),2,3,1 (strongly disagree),No,3,Somewhat Characteristic,Somewhat Characteristic,Extremely Uncharacteristic,Extremely Uncharacteristic,Extremely Characteristic,Extremely Characteristic,none
2024-04-18 12:08:29,2024-04-18 12:32:34,IP Address,100,1444,TRUE,2024-04-18 12:32:34,R_1XF9LH7NseUbBkJ,,,,,anonymous,EN,I consent and agree to participate,0,0,190.618,0, ,,,181.958,181.958,300.046,1,0,0,304.062,0,,,,,,,,,,,9,0,9,14,9,6,Uncertain if yes or no,Yes,No,Probably yes,Probably yes,Definitely yes,No,Probably not,Yes,No,Uncertain if yes or no,No,Uncertain if yes or no,Probably yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Uncertain if yes or no,Probably not,Uncertain if yes or no,Definitely not,No,37,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Male,,5,5,7 (strongly agree),6,6,7 (strongly agree),5,5,3,1 (strongly disagree),4,4,4,No,4,Uncertain,Uncertain,Uncertain,Uncertain,Uncertain,Uncertain,survey-based
2024-04-18 12:07:17,2024-04-18 12:32:37,IP Address,100,1519,TRUE,2024-04-18 12:32:38,R_1dG2JL6mazjD0fu,,,,,anonymous,EN,I consent and agree to participate,0,0,163.28,0, ,,Full Control,211.693,233.548,300.303,3,,,,,,,,,,716.854,716.854,720.734,1,9560,14,4,6,2,13,1,Yes,Yes,No,Yes,Yes,Yes,No,Probably not,Yes,No,Yes,Uncertain if yes or no,No,Yes,No,Definitely yes,No,Yes,Yes,Definitely yes,No,Yes,No,No,Definitely not,Yes,Definitely not,Yes,62,"Some college, but no degree",Female,,6,6,5,1 (strongly disagree),4,1 (strongly disagree),4,3,2,2,4,4,2,No,6,Somewhat Uncharacteristic,Uncertain,Somewhat Characteristic,Uncertain,Somewhat Uncharacteristic,Uncertain,chatbot
2024-04-18 12:11:10,2024-04-18 12:32:56,IP Address,100,1306,TRUE,2024-04-18 12:32:57,R_5Pkq7GtmOEh6rQt,,,,,anonymous,EN,I consent and agree to participate,0,0,162.248,0, Unpleasant,,No Control,0,0,300.174,0,,,,,,,,,,485.806,485.806,489.791,1,9560,18,2,13,8,20,10,Yes,Yes,No,Yes,Definitely yes,Definitely yes,No,Probably not,Definitely yes,No,Yes,No,No,No,No,Yes,Definitely not,Yes,Yes,Definitely yes,No,Yes,No,Yes,Definitely not,No,Definitely not,Definitely not,41,Bachelor’s degree,Female,,5,6,6,7 (strongly agree),3,2,3,1 (strongly disagree),1 (strongly disagree),1 (strongly disagree),3,2,1 (strongly disagree),No,6,Somewhat Uncharacteristic,Uncertain,Somewhat Uncharacteristic,Somewhat Characteristic,Somewhat Characteristic,Somewhat Characteristic,chatbot
2024-04-18 12:06:48,2024-04-18 12:41:56,IP Address,100,2108,TRUE,2024-04-18 12:41:57,R_1qynOGgsrIUPpRv,,,,,anonymous,EN,I consent and agree to participate,0,0,174.398,0, ,,,4.94,4.94,300.188,1,,,,,,,,,,1024.986,1024.986,1096.512,1,9560,16,17,15,16,17,3,Probably yes,Yes,Uncertain if yes or no,Probably yes,Probably not,Probably yes,Uncertain if yes or no,Probably not,Probably yes,Uncertain if yes or no,Uncertain if yes or no,Uncertain if yes or no,Probably not,Uncertain if yes or no,Uncertain if yes or no,Probably yes,Probably yes,Yes,Probably yes,Probably yes,Uncertain if yes or no,Uncertain if yes or no,Uncertain if yes or no,Probably not,Probably not,Uncertain if yes or no,Definitely not,Probably not,34,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Male,,3,4,4,5,4,4,4,5,3,4,5,5,5,No,5,Uncertain,Somewhat Characteristic,Uncertain,Somewhat Characteristic,Somewhat Characteristic,Somewhat Characteristic,chatbot
2024-04-18 12:02:58,2024-04-18 12:45:24,IP Address,100,2545,TRUE,2024-04-18 12:45:25,R_7hJYcGaseZULyqs,,,,,anonymous,EN,I consent and agree to participate,157.978,157.978,159.168,1, Unpleasant,,,7.491,281.868,300.139,8,,,,,,,,,,8.519,1463.033,1465.89,21,9560,16,1,12,14,12,12,No,Uncertain if yes or no,Yes,Yes,No,Yes,No,Probably not,Uncertain if yes or no,No,Uncertain if yes or no,No,Probably not,Probably yes,Uncertain if yes or no,Definitely yes,No,Yes,Yes,Yes,No,Yes,No,Uncertain if yes or no,No,Uncertain if yes or no,Definitely not,Uncertain if yes or no,39,Bachelor’s degree,Female,,6,6,6,3,4,3,4,2,1 (strongly disagree),1 (strongly disagree),2,4,5,No,5,Extremely Uncharacteristic,Somewhat Uncharacteristic,Extremely Characteristic,Somewhat Characteristic,Uncertain,Somewhat Uncharacteristic,chatbot
